race_id,candidates,inc,inc_party,inc_R,state,abbrev,winner,year
MN_sen_1978,"['√ Rudy Boschwitz (Republican) 56.6', 'Wendell Anderson (Democratic) 40.4', 'Sal Carlone (American) 1.5', 'William Peterson (Socialist Workers) 0.6', 'Brian Coyle (Public Interest Independent) 0.5', 'Jean T. Brust (Workers) 0.2', 'Leonard Richards (Libertarian) 0.2', '\n']","Wendell Anderson
",D,0,Minnesota,MN,√ Rudy Boschwitz (Republican) 56.6,1978
MN_sen_2006,"['√ Amy Klobuchar (Democratic-Farmer-Labor) 58.1', 'Mark Kennedy (Republican) 37.9', 'Robert Fitzgerald (Independence) 3.2', 'Michael Cavlan (Green) 0.5', 'Ben Powers (Constitution) 0.3', '\n']","Mark Dayton
",D,0,Minnesota,MN,√ Amy Klobuchar (Democratic-Farmer-Labor) 58.1,2006
MN_sen_2012,"['√ Amy Klobuchar (Democratic) 65.2', 'Kurt Bills (Republican) 30.6', 'Stephen Williams (Independence) 2.6', 'Tim Davis (Grassroots) 1.1', 'Michael Cavlan (Open Progressive) 0.5', '\n']","Amy Klobuchar
",D,0,Minnesota,MN,√ Amy Klobuchar (Democratic) 65.2,2012
MN_sen_1978,"['√ David Durenberger (Republican) 61.4', 'Bob Short (Democratic) 34.6', 'Paul Helm (American) 2.9', 'Christine Frank (Socialist) 0.7', 'Frederick Hewitt (Libertarian) 0.3', '\n']","Muriel Humphrey
",D,0,Minnesota,MN,√ David Durenberger (Republican) 61.4,1978
MS_sen_1976,['√ John C. Stennis (Democratic)Unopposed\n'],"John C. Stennis
",D,0,Mississippi,MS,"√ John C. Stennis (Democratic)Unopposed
",1976
MS_sen_1978,"['√ Thad Cochran (Republican) 45.3', 'Maurice Dantin (Democratic) 31.8', 'Charles Evers (Independent) 22.6', 'Henry Kirksey (Independent) 0.3', '\n']","James O. Eastland
",D,0,Mississippi,MS,√ Thad Cochran (Republican) 45.3,1978
MS_sen_1982,"['√ John C. Stennis (Democratic) 64.2', 'Haley Barbour (Republican) 35.8', '\n']","John C. Stennis
",D,0,Mississippi,MS,√ John C. Stennis (Democratic) 64.2,1982
MS_sen_1982,"['√ John C. Stennis (Democratic) 64.2', 'Haley Barbour (Republican) 35.8', '\n']","John C. Stennis
",D,0,Mississippi,MS,√ John C. Stennis (Democratic) 64.2,1982
MS_sen_1988,"['√ Trent Lott (Republican) 54.1', 'Wayne Dowdy (Democratic) 45.9', '\n']","John C. Stennis
",D,0,Mississippi,MS,√ Trent Lott (Republican) 54.1,1988
MO_sen_1976,"['√ John Danforth (Republican) 56.9', 'Warren E. Hearnes (Democratic) 42.5', 'Lawrence Petty (Independent) 0.6', '\n']","Stuart Symington
",D,0,Missouri,MO,√ John Danforth (Republican) 56.9,1976
MO_sen_1980,"['√ Thomas Eagleton (Democratic) 52.0', 'Gene McNary (Republican) 47.7', 'Martha Pettit (Socialist Workers) 0.3', '\n']","Thomas Eagleton
",D,0,Missouri,MO,√ Thomas Eagleton (Democratic) 52.0,1980
MO_sen_1986,"['√ Kit Bond (Republican) 52.6', 'Harriett Woods (Democratic) 47.4', '\n']","Thomas Eagleton
",D,0,Missouri,MO,√ Kit Bond (Republican) 52.6,1986
MO_sen_1986,"['√ Kit Bond (Republican) 52.6', 'Harriett Woods (Democratic) 47.4', '\n']","Thomas Eagleton
",D,0,Missouri,MO,√ Kit Bond (Republican) 52.6,1986
MO_sen_1986,"['√ Kit Bond (Republican) 52.6', 'Harriett Woods (Democratic) 47.4', '\n']","Thomas Eagleton
",D,0,Missouri,MO,√ Kit Bond (Republican) 52.6,1986
MO_sen_2012,"['√ Claire McCaskill (Democratic) 54.8', 'Todd Akin (Republican) 39.0', '[31]Jonathan Dine (Libertarian) 6.1', '\n']","Claire McCaskill
",D,0,Missouri,MO,√ Claire McCaskill (Democratic) 54.8,2012
MO_sen_2002,"['√ Jim Talent (Republican) 49.8', 'Jean Carnahan (Democratic) 48.7', 'Tamara A. Millay (Libertarian) 1', 'Daniel Romano (Green) 0.6', '\n']","Jean Carnahan
",D,0,Missouri,MO,√ Jim Talent (Republican) 49.8,2002
MO_sen_2002,"['√ Jim Talent (Republican) 49.8', 'Jean Carnahan (Democratic) 48.7', 'Tamara A. Millay (Libertarian) 1', 'Daniel Romano (Green) 0.6', '\n']","Jean Carnahan
",D,0,Missouri,MO,√ Jim Talent (Republican) 49.8,2002
MT_sen_1976,"['√ John Melcher (Democratic) 64.2', 'Stanley C. Burger (Republican) 35.8', '\n']","Mike Mansfield
",D,0,Montana,MT,√ John Melcher (Democratic) 64.2,1976
MT_sen_1978,"['√ Max Baucus (Democratic) 55.7', 'Larry Williams (Republican) 44.3', '\n']","Paul G. Hatfield
",D,0,Montana,MT,√ Max Baucus (Democratic) 55.7,1978
MT_sen_1982,"['√ John Melcher (Democratic) 54.4', 'Larry R. Williams (Republican) 41.7', 'Larry Dodge (Libertarian) 3.9', '\n']","John Melcher
",D,0,Montana,MT,√ John Melcher (Democratic) 54.4,1982
MT_sen_1984,"['√ Max Baucus (Democratic) 56.9', 'Chuck Cozzens (Republican) 40.7', 'Neil Halprin (Libertarian) 2.4', '\n']","Max Baucus
",D,0,Montana,MT,√ Max Baucus (Democratic) 56.9,1984
MT_sen_1982,"['√ John Melcher (Democratic) 54.4', 'Larry R. Williams (Republican) 41.7', 'Larry Dodge (Libertarian) 3.9', '\n']","John Melcher
",D,0,Montana,MT,√ John Melcher (Democratic) 54.4,1982
MT_sen_1984,"['√ Max Baucus (Democratic) 56.9', 'Chuck Cozzens (Republican) 40.7', 'Neil Halprin (Libertarian) 2.4', '\n']","Max Baucus
",D,0,Montana,MT,√ Max Baucus (Democratic) 56.9,1984
MT_sen_1988,"['√ Conrad Burns (Republican) 51.9', 'John Melcher (Democratic) 48.1', '\n']","John Melcher
",D,0,Montana,MT,√ Conrad Burns (Republican) 51.9,1988
MT_sen_1990,"['√ Max Baucus (Democratic) 68.1', 'Allen C. Kolstad (Republican) 29.4', 'Westley Deitchler (Libertarian) 2.5', '\n']","Max Baucus
",D,0,Montana,MT,√ Max Baucus (Democratic) 68.1,1990
MT_sen_1996,"['√ Max Baucus (Democratic) 49.5', 'Dennis Rehberg (Republican) 44.7', 'Becky Shaw (Reform) 4.7', 'Stephen Heaton (Natural Law) 1', '\n']","Max Baucus
",D,0,Montana,MT,√ Max Baucus (Democratic) 49.5,1996
MT_sen_2002,"['√ Max Baucus (Democratic) 62.7', 'Mike Taylor (Republican) 31.7', 'Stan Jones (Libertarian) 3.2', 'Bob Kelleher (Green) 2.3', '\n']","Max Baucus
",D,0,Montana,MT,√ Max Baucus (Democratic) 62.7,2002
MT_sen_2002,"['√ Max Baucus (Democratic) 62.7', 'Mike Taylor (Republican) 31.7', 'Stan Jones (Libertarian) 3.2', 'Bob Kelleher (Green) 2.3', '\n']","Max Baucus
",D,0,Montana,MT,√ Max Baucus (Democratic) 62.7,2002
MT_sen_2002,"['√ Max Baucus (Democratic) 72.9', 'Bob Kelleher (Republican) 27.1', '\n']","Max Baucus
",D,0,Montana,MT,√ Max Baucus (Democratic) 72.9,2002
MT_sen_2012,"['√ Jon Tester (Democratic) 48.6', 'Denny Rehberg (Republican) 44.9', '[32]Dan Cox (Libertarian) 6.6', '\n']","Jon Tester
",D,0,Montana,MT,√ Jon Tester (Democratic) 48.6,2012
MT_sen_2014,"['√ Steve Daines (Republican) 57.8', '[81]Amanda Curtis (Democratic) 40.1', ' Roger Roots (Libertarian) 2.1', '[82]\n']","John Walsh
",D,0,Montana,MT,√ Steve Daines (Republican) 57.8,2014
NE_sen_1982,"['√ Edward Zorinsky (Democratic) 66.6', 'Jim Keck (Republican) 28.5', 'Virginia Walsh (Independent) 4.9', '\n']","Edward Zorinsky
",D,0,Nebraska,NE,√ Edward Zorinsky (Democratic) 66.6,1982
NE_sen_1984,"['√ J. James Exon (Democratic) 51.9', 'Nancy Hoch (Republican) 48.0', '\n']","J. James Exon
",D,0,Nebraska,NE,√ J. James Exon (Democratic) 51.9,1984
NE_sen_1982,"['√ Edward Zorinsky (Democratic) 66.6', 'Jim Keck (Republican) 28.5', 'Virginia Walsh (Independent) 4.9', '\n']","Edward Zorinsky
",D,0,Nebraska,NE,√ Edward Zorinsky (Democratic) 66.6,1982
NE_sen_1984,"['√ J. James Exon (Democratic) 51.9', 'Nancy Hoch (Republican) 48.0', '\n']","J. James Exon
",D,0,Nebraska,NE,√ J. James Exon (Democratic) 51.9,1984
NE_sen_1990,"['√ J. James Exon (Democratic) 59.1', 'Hal Daub (Republican) 40.9', '\n']","J. James Exon
",D,0,Nebraska,NE,√ J. James Exon (Democratic) 59.1,1990
NE_sen_1994,"['√ Bob Kerrey (Democratic) 55', 'Jan Stoney (Republican) 45', '\n']","Bob Kerrey
",D,0,Nebraska,NE,√ Bob Kerrey (Democratic) 55,1994
NE_sen_1996,"['√ Chuck Hagel (Republican) 56.1', 'Ben Nelson (Democratic) 41.7', '\n']","Jim Exon
",D,0,Nebraska,NE,√ Chuck Hagel (Republican) 56.1,1996
NE_sen_2000,"['√ Ben Nelson (Democratic) 51', 'Don Stenberg (Republican) 48.8', '\n']","Bob Kerrey
",D,0,Nebraska,NE,√ Ben Nelson (Democratic) 51,2000
NE_sen_2006,"['√ Ben Nelson (Democratic) 63.9', 'Pete Ricketts (Republican) 36.1', '\n']","Ben Nelson
",D,0,Nebraska,NE,√ Ben Nelson (Democratic) 63.9,2006
NE_sen_2012,"['√ Deb Fischer (Republican) 57.8', '[34]Bob Kerrey (Democratic) 42.2', '[35]\n']","Ben Nelson
",D,0,Nebraska,NE,√ Deb Fischer (Republican) 57.8,2012
NV_sen_1976,"['√ Howard Cannon (Democratic) 63.0', 'David Towell (Republican) 31.4', '\n']","Howard Cannon
",D,0,Nevada,NV,√ Howard Cannon (Democratic) 63.0,1976
NV_sen_1982,"['√ Chic Hecht (Republican) 50.1', 'Howard Cannon (Democratic) 47.7', '\n']","Howard Cannon
",D,0,Nevada,NV,√ Chic Hecht (Republican) 50.1,1982
NV_sen_1982,"['√ Chic Hecht (Republican) 50.1', 'Howard Cannon (Democratic) 47.7', '\n']","Howard Cannon
",D,0,Nevada,NV,√ Chic Hecht (Republican) 50.1,1982
NV_sen_1992,"['√ Harry Reid (Democratic) 51.0', 'Demar Dahl (Republican) 40.2', 'None of These Candidates 2.6', 'Joe Garcia (Independent American) 2.3', 'Lois Avery (Natural Law) 1.5', 'H. Kent Cromwell (Libertarian) 1.5', 'Harry Tootle (Populist) 0.9', '\n']","Harry Reid
",D,0,Nevada,NV,√ Harry Reid (Democratic) 51.0,1992
NV_sen_1994,"['√ Richard Bryan (Democratic) 50.9', 'Hal Furman (Republican) 41', 'Anna Nevenich (Independent) 1.8', 'Bob Days (Libertarian) 1.6', 'Neal A. Grasteit (Independent American) 1.4', '\n']","Richard  Bryan
",D,0,Nevada,NV,√ Richard Bryan (Democratic) 50.9,1994
NV_sen_1998,"['√ Harry Reid (Democratic) 47.9', 'John Ensign (Republican) 47.8', 'Michael Cloud (Libertarian) 1.9', 'None of These Candidates 1.8', 'Michael E. Williams (Natural Law) 0.6', '\n']","Harry Reid
",D,0,Nevada,NV,√ Harry Reid (Democratic) 47.9,1998
NV_sen_2000,"['√ John Ensign (Republican) 55.1', 'Edward M. Bernstein (Democratic) 39.7', 'None of These Candidates 1.9', 'Kathy Rusco (Green) 1.7', 'J.J. Johnson (Libertarian) 0.9', 'Ernie Berghof (Independent American) 0.4', 'Bill Grutzmacher (Citizens First) 0.3', '\n']","Richard Bryan
",D,0,Nevada,NV,√ John Ensign (Republican) 55.1,2000
NV_sen_2004,"['√ Harry Reid (Democratic) 61.1', 'Richard Ziser (Republican) 35.1', 'None of These Candidates 1.6', 'Tomas Hurst (Libertarian) 1.2', 'David Schumann (Constitution) 0.7', 'Gary Marinch (Natural Law) 0.3', '\n']","Harry Reid
",D,0,Nevada,NV,√ Harry Reid (Democratic) 61.1,2004
NV_sen_2010,"['√ Harry Reid (Democratic) 50.2', 'Sharron Angle (Republican) 44.6', 'None of These Candidates 2.2', 'Scott Ashjian (Tea) 0.8', '\n']","Harry Reid
",D,0,Nevada,NV,√ Harry Reid (Democratic) 50.2,2010
NV_sen_2016,"['√ Catherine Cortez Masto (Democratic) 47.1', '[73]Joe Heck (Republican) 44.7', '[74]\nTom Jones (Independent American)Tony Gumina (unaffiliated)Tom Sawyer (unaffiliated)Jarrod Michael Williams (unaffiliated)(None of these candidates)\n\n']","Harry Reid
",D,0,Nevada,NV,√ Catherine Cortez Masto (Democratic) 47.1,2016
NH_sen_1978,"['√ Gordon J. Humphrey (Republican) 50.7', 'Thomas J. McIntyre (Democratic) 48.5', 'Craig Franklin (Libertarian) 0.8', '\n']","Thomas J. McIntyre
",D,0,New_Hampshire,NH,√ Gordon J. Humphrey (Republican) 50.7,1978
NH_sen_1980,"['√ Warren Rudman (Republican) 52.1', 'John A. Durkin (Democratic) 47.8', '\n']","John A. Durkin
",D,0,New_Hampshire,NH,√ Warren Rudman (Republican) 52.1,1980
NH_sen_2014,"['√ Jeanne Shaheen (Democratic) 51.5', '[88]Scott Brown (Republican) 48.2', '[89]\n']","Jeanne Shaheen
",D,0,New_Hampshire,NH,√ Jeanne Shaheen (Democratic) 51.5,2014
NJ_sen_1976,"['√ Harrison A. Williams (Democratic) 60.7', 'David A. Norcross (Republican) 38.0', '\n']","Harrison A. Williams
",D,0,New_Jersey,NJ,√ Harrison A. Williams (Democratic) 60.7,1976
NJ_sen_1984,"['√ Bill Bradley (Democratic) 64.2', 'Mary V. Mochary (Republican) 35.2', '\n']","Bill Bradley
",D,0,New_Jersey,NJ,√ Bill Bradley (Democratic) 64.2,1984
NJ_sen_1984,"['√ Bill Bradley (Democratic) 64.2', 'Mary V. Mochary (Republican) 35.2', '\n']","Bill Bradley
",D,0,New_Jersey,NJ,√ Bill Bradley (Democratic) 64.2,1984
NJ_sen_1988,"['√ Frank Lautenberg (Democratic) 53.5', 'Pete Dawkins (Republican) 45.2', 'Joseph Job (Independent) 0.7', 'Jerry Zeldin (Libertarian) 0.4', 'Thomas Fiske (Socialist Workers) 0.2', '\n']","Frank Lautenberg
",D,0,New_Jersey,NJ,√ Frank Lautenberg (Democratic) 53.5,1988
NJ_sen_1990,"['√ Bill Bradley (Democratic) 50.4', 'Christine Todd Whitman (Republican) 47.4', 'John L. Kucek (Populist) 1.0', 'Louis M. Stefanelli (Libertarian) 0.7', 'Don Mackle (Socialist Workers) 0.4', '\n']","Bill Bradley
",D,0,New_Jersey,NJ,√ Bill Bradley (Democratic) 50.4,1990
NJ_sen_1994,"['√ Frank Lautenberg (Democratic) 50.4', 'Chuck Haytaian (Republican) 47', 'Michael P. Kelly (Keep America First) 0.7', 'Ben Grindlinger (Libertarian) 0.7', 'Richard J. Pezzullo (Conservative) 0.4', 'Andrea Lippi (Jobs, Property Rights) 0.3', 'George Patrick Predham (Damn Drug Dealers) 0.2', 'Joanne Kuniansky (Socialist Workers Party) 0.2', 'Arlene Gold (Natural Law Party) 0.2', '\n']","Frank Lautenberg
",D,0,New_Jersey,NJ,√ Frank Lautenberg (Democratic) 50.4,1994
NJ_sen_1996,"['√ Robert Torricelli (Democratic) 52.7', 'Dick Zimmer (Republican) 42.5', 'Richard J. Pezzullo (Independent) 1.8', 'Mary Jo Christian (Independent) 0.8', 'Paul A. Woomer (Independent) 0.5', 'Olga L. Rodriguez (Independent) 0.5', 'Mark Wise (Independent) 0.5', 'Wilburt Kornegay (Independent) 0.4', 'Steven J. Baeli (Independent) 0.3', '\n']","Bill Bradley
",D,0,New_Jersey,NJ,√ Robert Torricelli (Democratic) 52.7,1996
NJ_sen_2000,"['√ Jon Corzine (Democratic) 50.1', 'Bob Franks (Republican) 47.1', 'Bruce Afran (Green) 1.1', 'Pat DiNizio (Reform) 0.6', 'Emerson Ellett (Libertarian) 0.2', 'Dennis A. Breen (Independent) 0.2', 'J.M. Carter (Trust in God) 0.2', 'Lorraine LaNeve (NJ Conservative) 0.1', 'Gregory Pason (Socialist) 0.1', 'Nancy Rosenstock (Socialist Workers) 0.1', 'George Gostigian (God Bless Jersey) 0.1', '\n']","Frank Lautenberg
",D,0,New_Jersey,NJ,√ Jon Corzine (Democratic) 50.1,2000
NJ_sen_2002,"['√ Frank Lautenberg (Democratic) 53.9', 'Doug Forrester (Republican) 44', 'Ted Glick (Green) 1.2', 'Elizabeth Macron (Libertarian) 0.6', 'Norman E. Wahner (NJ Conservative) 0.3', 'Gregory Pason (Socialist) 0.1', '\n']","Robert Torricelli
",D,0,New_Jersey,NJ,√ Frank Lautenberg (Democratic) 53.9,2002
NJ_sen_2002,"['√ Frank Lautenberg (Democratic) 53.9', 'Doug Forrester (Republican) 44', 'Ted Glick (Green) 1.2', 'Elizabeth Macron (Libertarian) 0.6', 'Norman E. Wahner (NJ Conservative) 0.3', 'Gregory Pason (Socialist) 0.1', '\n']","Robert Torricelli
",D,0,New_Jersey,NJ,√ Frank Lautenberg (Democratic) 53.9,2002
NJ_sen_2006,"['√ Bob Menendez (Democratic) 53.4', 'Thomas Kean Jr. (Republican) 44.3', 'Len Flynn (Libertarian) 0.7', 'Ed Forchion (Marijuana) 0.5', 'J.M. Carter (Independent) 0.4', 'N. Leonard Smith (Independent) 0.3', 'Daryl Brooks (Independent) 0.2', 'Angela Lariscy (Socialist Workers) 0.2', 'Gregory Pason (Socialist) 0.1', '\n']","Bob Menendez
",D,0,New_Jersey,NJ,√ Bob Menendez (Democratic) 53.4,2006
NJ_sen_2002,"['√ Frank Lautenberg (Democratic) 56.0', 'Dick Zimmer (Republican) 42.0', 'Jason Scheurer (Libertarian) 0.5', 'J. M. Carter (Independent) 0.5', 'Daryl Mikell Brooks (Independent) 0.5', 'Jeffrey Boss (Independent) 0.3', 'Sara Lobman (Socialist Workers) 0.3', '\n']","Frank Lautenberg
",D,0,New_Jersey,NJ,√ Frank Lautenberg (Democratic) 56.0,2002
NJ_sen_2012,"['√ Bob Menendez (Democratic) 58.9', 'Joe Kyrillos (Republican) 39.4', '[36]Ken Kaplan (Libertarian) 0.5', 'Ken Wolski (Green) 0.5', 'Gavin Bard (Independent)[37]Larry Donahue (Independent)[38]\n']","Bob Menendez
",D,0,New_Jersey,NJ,√ Bob Menendez (Democratic) 58.9,2012
NJ_sen_2014,"['√ Cory Booker (Democratic) 55.8', '[90]Jeff Bell (Republican) 42.3', '[90]Joe Baratelli (Libertarian) 0.9', '[91]Hank Schroeder (Economic Growth) 0.3', '[92]Jeff Boss (Independent)[92] 0.2', ' Eugene M. LaVergne (D-R) 0.2', '[93]Antonio Sabas (Independent) 0.2', '[94]\n']","Cory Booker
",D,0,New_Jersey,NJ,√ Cory Booker (Democratic) 55.8,2014
NM_sen_1976,"['√ Harrison Schmitt (Republican) 56.8', 'Joseph Montoya (Democratic) 42.7', '\n']","Joseph Montoya
",D,0,New_Mexico,NM,√ Harrison Schmitt (Republican) 56.8,1976
NM_sen_1988,"['√ Jeff Bingaman (Democratic) 63.2', 'Bill Valentine (Republican) 36.8', '\n']","Jeff Bingaman
",D,0,New_Mexico,NM,√ Jeff Bingaman (Democratic) 63.2,1988
NM_sen_1994,"['√ Jeff Bingaman (Democratic) 54', 'Colin McMillan (Republican) 46', '\n']","Jeff Bingaman
",D,0,New_Mexico,NM,√ Jeff Bingaman (Democratic) 54,1994
NM_sen_2000,"['√ Jeff Bingaman (Democratic) 61.7', 'William T. Redmond (Republican) 38.3', '\n']","Jeff Bingaman
",D,0,New_Mexico,NM,√ Jeff Bingaman (Democratic) 61.7,2000
NM_sen_2006,"['√ Jeff Bingaman (Democratic) 70.6', 'Allen McCulloch (Republican) 29.3', '\n']","Jeff Bingaman
",D,0,New_Mexico,NM,√ Jeff Bingaman (Democratic) 70.6,2006
NM_sen_2012,"['√ Martin Heinrich (Democratic) 51.0', '[40]Heather Wilson (Republican) 45.3', 'Jon Barrie (IAP) 3.6', 'Robert L. Anderson (write-in) 0.1', '\n']","Jeff Bingaman
",D,0,New_Mexico,NM,√ Martin Heinrich (Democratic) 51.0,2012
NM_sen_2014,"['√ Tom Udall (Democratic) 55.6', '[95]Allen Weh (Republican) 44.4', '[96]\n']","Tom Udall
",D,0,New_Mexico,NM,√ Tom Udall (Democratic) 55.6,2014
NY_sen_1982,"['√ Daniel P. Moynihan (Democratic) 65.1', 'Florence M. Sullivan (Republican) 34.2', '\n']","Daniel Patrick Moynihan
",D,0,New_York,NY,√ Daniel P. Moynihan (Democratic) 65.1,1982
NY_sen_1982,"['√ Daniel P. Moynihan (Democratic) 65.1', 'Florence M. Sullivan (Republican) 34.2', '\n']","Daniel Patrick Moynihan
",D,0,New_York,NY,√ Daniel P. Moynihan (Democratic) 65.1,1982
NY_sen_1988,"['√ Daniel Patrick Moynihan (Democratic) 67.3', 'Robert R. McMillan (Republican) 31.6', '\n']","Daniel Patrick Moynihan
",D,0,New_York,NY,√ Daniel Patrick Moynihan (Democratic) 67.3,1988
NY_sen_1994,"['√ Daniel Patrick Moynihan (Democratic) 55', 'Bernadette Castro (Republican) 42.3', 'Henry F. Hewes (Right-to-Life) 1.8', 'Ismael Betancourt, Jr. (Independence (N.Y.)) 0.5', 'Norma Segal (Libertarian) 0.3', 'Naomi L. Craine (Socialist Workers) 0.3', '\n']","Daniel Patrick Moynihan
",D,0,New_York,NY,√ Daniel Patrick Moynihan (Democratic) 55,1994
NY_sen_2000,"['√ Hillary Clinton (Democratic) 55', 'Rick Lazio (Republican) 43', 'Jeffrey E. Graham (Independence) 0.6', 'Mark J. Dunau (Green) 0.6', 'John O. Adefope (Right To Life) 0.3', 'John Clifton (Libertarian) 0.1', 'Louis Wein (Constitution) 0.1', 'Jacob Perasso (Socialist Workers) 0.1', '\n']","Daniel Patrick Moynihan
",D,0,New_York,NY,√ Hillary Clinton (Democratic) 55,2000
NY_sen_2004,"['√ Chuck Schumer (Democratic) 71.16', 'Howard Mills III (Republican) 24.24', ""Marilyn O'Grady (Conservative) 3"", 'David McReynolds (Green) 0.5', 'Donald Silberger (Libertarian) 0.3', 'Abraham Hirschfeld (Builders Party) 0.2', 'Martin Koppel (Socialist Workers) 0.2', '\n']","Chuck Schumer
",D,0,New_York,NY,√ Chuck Schumer (Democratic) 71.16,2004
NY_sen_2006,"['√ Hillary Clinton (Democratic) 67.0', 'John Spencer (Republican) 31.0', 'Howie Hawkins (Green) 1.2', 'Jeff Russell (Libertarian) 0.4', 'Bill Van Auken (Socialist Equality) 0.2', 'Roger Calero (Socialist Workers) 0.2', '\n']","Hillary Clinton
",D,0,New_York,NY,√ Hillary Clinton (Democratic) 67.0,2006
NY_sen_2010,"['√ Chuck Schumer (Democratic) 66.3', 'Jay Townsend (Republican) 32.2', 'Colia Clark (Green) 1.0', 'Randy Credico (Libertarian) 0.6', '\n']","Chuck Schumer
",D,0,New_York,NY,√ Chuck Schumer (Democratic) 66.3,2010
NY_sen_2012,"['√ Kirsten Gillibrand (Democratic) 71.6', 'Wendy E. Long (Republican) 27.0', '[41]Colia Clark (Green) 0.6', 'Chris Edes (Libertarian) 0.5', 'John Mangelli (Common Sense) 0.34', 'Write-Ins 0.03', '\n']","Kirsten Gillibrand
",D,0,New_York,NY,√ Kirsten Gillibrand (Democratic) 71.6,2012
NY_sen_2016,"['√ Chuck Schumer (Democratic) 70.4', '[37]Wendy Long (Republican) 27.4', '[78]Alex Merced (Libertarian)[79]Robin Wilson (Green)[80]\n']","Chuck Schumer
",D,0,New_York,NY,√ Chuck Schumer (Democratic) 70.4,2016
NY_sen_2010,"['√ Kirsten Gillibrand (Democratic) 62.0', 'Joseph DioGuardi (Republican) 35.8', 'Cecile Lawrence (Green) 0.8Joseph Huff (Independent) 0.5', '\n']","Kirsten Gillibrand
",D,0,New_York,NY,√ Kirsten Gillibrand (Democratic) 62.0,2010
NC_sen_1980,"['√ John Porter East (Republican) 50.0', 'Robert Burren Morgan (Democratic) 49.4', '\n']","Robert Burren Morgan
",D,0,North_Carolina,NC,√ John Porter East (Republican) 50.0,1980
NC_sen_1992,"['√ Lauch Faircloth (Republican) 50.4', 'Terry Sanford (Democratic) 46.3', 'Bobby Emory (Libertarian) 3.3', '\n']","Terry Sanford
",D,0,North_Carolina,NC,√ Lauch Faircloth (Republican) 50.4,1992
NC_sen_2004,"['√ Richard Burr (Republican) 52', 'Erskine Bowles (Democratic) 47', 'Tom Bailey (Libertarian) 1', '\n']","John Edwards
",D,0,North_Carolina,NC,√ Richard Burr (Republican) 52,2004
NC_sen_2014,"['√ Thom Tillis (Republican) 48.8', '[97]Kay Hagan (Democratic) 47.3', '[98]Sean Haugh (Libertarian) 3.7', '[99]\n']","Kay Hagan
",D,0,North_Carolina,NC,√ Thom Tillis (Republican) 48.8,2014
ND_sen_1976,"['√ Quentin N. Burdick (Democratic) 62.1', 'Robert Stroup (Republican) 36.6', '\n']","Quentin N. Burdick
",D,0,North_Dakota,ND,√ Quentin N. Burdick (Democratic) 62.1,1976
ND_sen_1982,"['√ Quentin N. Burdick (Democratic) 62.8', 'Gene Knorr (Republican) 34.0', 'Anna B. Bourgois (Independent) 3.1', '\n']","Quentin N. Burdick
",D,0,North_Dakota,ND,√ Quentin N. Burdick (Democratic) 62.8,1982
ND_sen_1982,"['√ Quentin N. Burdick (Democratic) 62.8', 'Gene Knorr (Republican) 34.0', 'Anna B. Bourgois (Independent) 3.1', '\n']","Quentin N. Burdick
",D,0,North_Dakota,ND,√ Quentin N. Burdick (Democratic) 62.8,1982
ND_sen_1988,"['√ Quentin N. Burdick (Democratic) 59.5', 'Earl Strinden (Republican) 39.1', 'Kenneth C. Gardner (Libertarian) 1.5', '\n']","Quentin N. Burdick
",D,0,North_Dakota,ND,√ Quentin N. Burdick (Democratic) 59.5,1988
ND_sen_1992,"['√ Byron Dorgan (Democratic) 59.0', 'Steve Sydness (Republican) 38.9', 'Tom Asbridge (Independent) 2.1', '\n']","Kent Conrad
",D,0,North_Dakota,ND,√ Byron Dorgan (Democratic) 59.0,1992
ND_sen_2000,"['√ Kent Conrad (Democratic) 61.4', 'Duane Sand (Republican) 38.6', '\n']","Kent Conrad
",D,0,North_Dakota,ND,√ Kent Conrad (Democratic) 61.4,2000
ND_sen_2006,"['√ Kent Conrad (Democratic) 68.8', 'Dwight Grotberg (Republican) 29.5', 'Roland Riemers (Independent) 1.0', 'James Germalic (Independent) 0.6', '\n']","Kent Conrad
",D,0,North_Dakota,ND,√ Kent Conrad (Democratic) 68.8,2006
ND_sen_2012,"['√ Heidi Heitkamp (Democratic) 50.24', '[43]Rick Berg (Republican) 49.32', 'Other candidates 0.44', '\n']","Kent Conrad
",D,0,North_Dakota,ND,√ Heidi Heitkamp (Democratic) 50.24,2012
ND_sen_1992,"['√ Kent Conrad (Democratic) 63.3', 'Jack Dalrymple (Republican) 33.7', 'Darold Larson (Independent) 3.0', '\n']","Jocelyn Burdick
",D,0,North_Dakota,ND,√ Kent Conrad (Democratic) 63.3,1992
OH_sen_1980,"['√ John Glenn (Democratic) 68.8', 'James E. Betts (Republican) 28.2', 'John E. Powers (Independent) 1.9', 'Rick Nagin (Independent) 1.1', '\n']","John Glenn
",D,0,Ohio,OH,√ John Glenn (Democratic) 68.8,1980
OH_sen_1982,"['√ Howard Metzenbaum (Democratic) 56.7', 'Paul E. Pfeifer (Republican) 41.1', '\n']","Howard Metzenbaum
",D,0,Ohio,OH,√ Howard Metzenbaum (Democratic) 56.7,1982
OH_sen_1986,"['√ John Glenn (Democratic) 62.4', 'Tom Kindness (Republican) 37.6', '\n']","John Glenn
",D,0,Ohio,OH,√ John Glenn (Democratic) 62.4,1986
